Dataset_ID,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.sd,c1,c2,can_cor.mean,can_cor.sd,cat_to_num,ch,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.sd,eq_num_attr,f1.mean,f1.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,int,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,linear_discr.mean,linear_discr.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,nre,ns_ratio,num_to_cat,one_itemset.mean,one_itemset.sd,one_nn.mean,one_nn.sd,p_trace,random_node.mean,random_node.sd,range.mean,range.sd,roy_root,sc,sd.mean,sd.sd,sd_ratio,sil,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t2,t3,t4,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,vdb,w_lambda,worst_node.mean,worst_node.sd
1,0.1463231473259875,0.21173882102341746,0.594684092175437,0.7180353978653597,0.09743589743589744,0.8358974358974358,0.013240968704982632,0.501116239450446,0.651332062765182,0.8910702366282282,0.11074902124086716,5.333333333333333,2.6234154695302743,0.2051059384288311,0.19716172664362905,1.1635558751842936,0.10033922523476675,0.11937466146826636,97.9858073523986,2760.3290691003517,75039.05138860543,502341.98233068705,0.258974358974359,0.3044583132215908,13.893730767536391,0.8749598666637566,0.17888269733141648,,,0.8822298635534966,1.9873999961524185,0.0,0.0,0.2,0.32042049952437557,0.01976752225884248,0.13837265581189737,1334.596188165962,0.01605066001668977,0.11235462011682838,10.263157894736842,1811.9228221598325,28.775530612244896,140.6685151089702,1.6744931397687557,0.6418112500259024,40.216964890559765,82.66773808239196,24.0,7.458333333333333,2.903957818993374,0.041666666666666664,0.0831182371088287,1598.72784992785,2293.076424251104,0.2,0.2006932429798716,1014114.6032680684,0.9538461538461538,0.035856712757953886,22.61418857142857,132.15271310798124,149.12244897959184,729.6199248196813,43.97509811616955,215.9640906213087,25.057142857142857,122.12395342437945,0.00510204081632653,0.03571428571428571,0.0837468275909749,0.10987794894710057,0.9025641025641026,0.05771604449960388,23.0,0.46938775510204084,0.05897435897435897,1.9166666666666667,0.90033663737852,1.4375,0.6291528696058958,38,15,32,5,0.01870748299319728,4,390,0.0,6,41,0.8065154743079527,6.100974559656324,0.1875,0.3958333333333333,0.3929629889996696,0.8487179487179486,0.03907394683987169,3.212820703536176,0.7692307692307693,0.0,149.1173469387755,729.6209616380032,1014099.8782850873,1,49.5050253963414,272.21418070942366,,-0.40896575608310215,3.759065588502202,5.336208326104805,0.4855233935002765,0.3108820622708097,0.12564102564102564,0.002564102564102564,0.02040816326530612,27.44155032269318,135.28180040212746,6.638297872340425,2.981286065609165,0.07273308564526841,0.11344571000715167,0.09739176432291667,0.14061534160427006,75039.0513886053,501970.0815945049,0.02040816326530612,0.04970446554036525,6.759386538161786,9.789569444936425e-09,0.7820512820512822,0.018130943107347336
2,0.1463231473259875,0.21173882102341746,0.594684092175437,0.7180353978653597,0.09743589743589744,0.8358974358974358,0.013240968704982632,0.501116239450446,0.651332062765182,0.8910702366282282,0.11074902124086716,5.333333333333333,2.6234154695302743,0.2051059384288311,0.19716172664362905,1.1635558751842936,0.10033922523476675,0.11937466146826636,97.9858073523986,2760.3290691003517,75039.05138860543,502341.98233068705,0.258974358974359,0.3044583132215908,13.893730767536391,0.8749598666637566,0.17888269733141648,,,0.8822298635534966,1.9873999961524185,0.0,0.0,0.2,0.32042049952437557,0.01976752225884248,0.13837265581189737,1334.596188165962,0.01605066001668977,0.11235462011682838,10.263157894736842,1811.9228221598325,28.775530612244896,140.6685151089702,1.6744931397687557,0.6418112500259024,40.216964890559765,82.66773808239196,24.0,7.458333333333333,2.903957818993374,0.041666666666666664,0.0831182371088287,1598.72784992785,2293.076424251104,0.2,0.2006932429798716,1014114.6032680684,0.9538461538461538,0.035856712757953886,22.61418857142857,132.15271310798124,149.12244897959184,729.6199248196813,43.97509811616955,215.9640906213087,25.057142857142857,122.12395342437945,0.00510204081632653,0.03571428571428571,0.0837468275909749,0.10987794894710057,0.9025641025641026,0.05771604449960388,23.0,0.46938775510204084,0.05897435897435897,1.9166666666666667,0.90033663737852,1.4375,0.6291528696058958,38,15,32,5,0.01870748299319728,4,390,0.0,6,41,0.8065154743079527,6.100974559656324,0.1875,0.3958333333333333,0.3929629889996696,0.8487179487179486,0.03907394683987169,3.212820703536176,0.7692307692307693,0.0,149.1173469387755,729.6209616380032,1014099.8782850873,1,49.5050253963414,272.21418070942366,,-0.40896575608310215,3.759065588502202,5.336208326104805,0.4855233935002765,0.3108820622708097,0.12564102564102564,0.002564102564102564,0.02040816326530612,27.44155032269318,135.28180040212746,6.638297872340425,2.981286065609165,0.07273308564526841,0.11344571000715167,0.09739176432291667,0.14061534160427006,75039.0513886053,501970.0815945049,0.02040816326530612,0.04970446554036525,6.759386538161786,9.789569444936425e-09,0.7820512820512822,0.018130943107347336
3,0.06368070667709191,0.14564597982739233,0.5667784604177023,0.35180984388768555,0.0972972972972973,0.6297297297297296,0.05104221792510018,0.9978913098356863,0.0058266569555717185,0.8062528462898314,,,11.44920051377899,0.051264317838209006,0.11714755512582135,0.9978913098356863,0.09545069875899381,0.11206190703464411,0.01271537507309865,0.01979333705424921,0.13260313158687145,0.16432595568765526,0.4864864864864865,0.16166088689122846,51.695163744013534,0.9757430058793426,0.03961032733403168,0.0,,0.8405405405405405,,0.46216216216216216,,0.5,0.03822198817224578,0.0,0.0,0.7591308054353336,0.0,0.0,10.277777777777779,3.0925562069215102,0.3611111111111111,0.4871361075732195,1.5453663918024163,0.3444862732498718,28.408841061186045,84.91763082554344,29.0,6.931034482758621,2.313485843649896,0.034482758620689655,0.05899986988072692,971.0412698412697,959.5092234846567,0.5,0.024382992454708544,1.8574992456771309,0.9027027027027028,0.042638412851168414,0.0,0.0,1.0,0.0,0.2820570570570571,0.2688186132776671,0.2222222222222222,0.42163702135578396,0.0,0.0,0.019303378450972512,0.03420918697050737,0.6405405405405405,0.03614847323916917,28.0,0.7777777777777778,0.07567567567567568,2.8,1.3165611772087666,1.1666666666666667,0.38069349381344053,36,33,36,2,0.014285714285714285,1,370,0.0,0,23,0.6916855479178767,28.361619876915782,0.0,0.5070422535211268,0.3515237114723206,0.8162162162162163,0.06083583068877165,0.6500436521504545,0.5351351351351351,0.02131920642558421,1.0,0.0,1.8574992456771309,0,0.3377764455216304,0.13798212718166522,,0.030019300978568798,2.866265263906134,4.7695349587358296,0.5218558667068153,0.12085970844939953,0.0972972972972973,0.062162162162162166,0.6388888888888888,0.2441191191191191,0.3479521065902294,6.0701754385964914,2.4989972926499298,0.0908559402717654,0.10980472489985522,0.09832974137931035,0.11775841661532178,0.13260313158687148,0.08426717358426715,0.027777777777777773,0.06370483148483244,5.60762958083485,0.3499563478495455,0.5216216216216216,0.052608293047410555
4,0.08023198130570407,0.09299487916334724,1.4249286057985404,0.40919653312590604,0.2807017543859649,0.8400000000000001,0.12551129996838167,0.9348490242345946,0.16336913510457896,0.9083636383053703,,1.0,2.518164484695578,0.08408344457047816,0.06676369619894228,0.9348490242345946,0.1527558646468752,0.11910137645078867,0.22690472589519778,0.9456180477060703,6.518633667502087,26.853409888706487,0.8400000000000001,0.12551129996838167,5.749400751108752,0.9083186393372349,0.11293277059155214,0.0,,0.7543859649122807,,0.0,,0.5,0.2108914961433563,0.0,0.0,6.077067140724271,0.0,0.0,3.5625,14.41323453605321,0.9,1.2134305884983485,2.197178245383472,0.3388245213837747,1.6562087820611937,4.149808613652039,7.0,3.857142857142857,1.9518001458970662,0.14285714285714285,0.20842729710568209,38.39999999999999,26.95609599165115,0.5,0.10101525445522107,4.718353894870972,0.8533333333333333,0.14589020055262092,0.39536000000000004,0.8647891357893613,4.6033333333333335,8.640900469253204,2.1113450292397657,6.353639336326043,2.033333333333333,7.146174927326788,0.0,0.0,0.16259938464966323,0.12275820905708823,0.9233333333333332,0.13703203194062977,6.0,0.2,0.10526315789473684,1.0,0.0,1.0,0.0,16,0,8,2,0.020689655172413793,1,57,1.0,8,19,0.6479879653974252,7.763431724349344,1.0,0.32653061224489793,0.17177521417245764,0.8800000000000001,0.15962919996504862,0.8251244993953695,0.5799999999999998,0.07403702777314523,4.6033333333333335,8.640900469253204,4.718353894870972,0,1.2478898940090992,2.2654993694620957,,-0.008066736139945978,1.1395803529392117,1.4092264010705886,0.18552495216836734,0.10003858748084361,0.5263157894736842,0.08771929824561403,0.16666666666666666,2.0890476190476197,7.136332944905214,3.230769230769231,1.9644272343292228,0.1332356597885714,0.12749517640138822,0.28125,0.17860862707794006,6.518633667502089,26.321035575450853,0.03333333333333334,0.09137282074663819,3.008229913259601,0.17487550060463053,0.5966666666666665,0.10709405120019103
5,0.06121111803233159,0.1461044962841967,1.381685062801947,1.2664580476607044,0.6172566371681416,0.5971014492753624,0.03382715879034045,0.6489462018383577,0.35335961016594863,0.8754619891279488,0.07852535432925266,0.35436893203883496,7.390655940150197,0.10949851878703185,0.14382870431201458,2.401386300219465,,,7.7922141105629334,31.962153192124077,163.98039891287888,667.7103438707909,0.391304347826087,0.06471266492614629,20.304935573750907,,,,,0.3794110865327623,0.7790647473195952,0.0,0.0,0.07692307692307693,0.1436752130102376,,,181.06772371319767,,,1.6200716845878136,358.1538785317636,6.919372693726937,11.878008124784088,3.6648052256334243,1.1710129831290113,,,89.0,11.07865168539326,6.468849692426572,0.011235955056179775,0.04428325298211325,12189118.902788872,40716705.361986384,0.07692307692307691,0.055774974920873036,112.20187912621745,0.5198067632850242,0.07603611691753474,4.485275313653137,8.231295937204845,49.64391143911439,85.92050346975296,10.942513796819384,31.874449833571926,10.365313653136534,31.77868106418256,-11.55350553505535,41.95133486463773,0.11826613738798776,0.10710963447389768,0.15062801932367148,0.052543274186968456,88.0,0.3247232472324723,0.19469026548672566,3.3846153846153846,2.801098685543557,1.353846153846154,0.623266827660143,279,66,73,13,0.017630176301763018,12,452,8.0,206,256,1.6645141434324005,10.682845938133125,2.8219178082191783,0.23948497854077253,0.2789419357861149,0.5397101449275362,0.08674686958797108,9.265032876892256,0.5375845410628018,0.01966921328511091,61.19741697416974,96.58628627816151,58.89387679970729,6,7.330533481116272,10.519124854895102,,-0.02424754286727117,,,0.2201512385152487,0.28133531155855435,0.5995575221238938,0.084070796460177,0.14022140221402213,10.548788528326458,31.763443494870895,10.146892655367232,6.559249537416112,0.03776953858412398,0.07266961971354856,0.05437963363829623,0.07875911173367543,163.9803989128789,390.56620005369666,0.0036900369003690036,0.01283363924829007,3.9791348032967737,6.281995479381078e-10,0.5442512077294686,0.010483574126054124
6,0.05440717224526247,0.06007815400121871,2.1215660830166443,0.23923875715304208,0.09411764705882353,0.12352941176470589,0.04340381102191894,0.9821198093510454,0.0049841109802356565,0.5448823786424524,0.23036716131307108,0.0,4.175701739519492,0.25518225188025045,0.07097762874143554,4.616394959846811,0.20242948126742324,0.2090998109240734,1.0641829098503306,1.1526108275181184,5.552414723285762,6.602071418008827,0.11764705882352941,0.04802921064280742,6.538342226433251,0.5847029079319305,0.14050657707265196,,,1.5298805365733206,1.7022271757541652,0.0,0.0,0.03846153846153846,0.013540227822933374,2.3356670149793772,3.2707745290226145,9.558395217407046,2.1576360065638163,3.0812276088503716,10.625,12.763380621334637,2.78125,0.8310385069297331,6.031911282851869,0.2243040674140298,0.5120585305706433,0.7073970987145948,85.0,9.24705882352941,3.120233058881451,0.011764705882352941,0.009733641654842607,26748.671195471186,59458.66017581055,0.038461538461538464,0.013124980195683247,15.577451956908295,0.5235294117647059,0.11583572931562298,2.17756875,0.7877220903497628,12.9375,1.7308475765743594,5.9411764705882355,1.8022707706656753,5.84375,1.938373459028643,0.625,0.9574271077563381,0.7060497600115853,0.18253800177336668,0.3764705882352941,0.07440653318043244,84.0,5.25,0.49411764705882355,5.25,3.3565855667130946,5.25,2.886751345948129,16,0,0,26,0.125,16,170,0.0,16,14,3.199841150768959,2.00483932319704,,0.21333333333333332,0.08665426850101891,0.4764705882352941,0.09784294078333058,5.546384340052546,0.0588235294117647,0.0277296776935901,12.3125,2.023816526598529,5.246439572646853,26,2.317136502646992,0.44216817480728343,,-0.08575071228535672,0.22114931450338146,0.46695191382246454,0.0762864939547632,0.012241087992378842,0.09411764705882353,0.06470588235294118,0.6875,5.889705882352942,1.9008840696000395,8.307692307692308,3.3345235970146647,0.05831715669233437,0.07957628658392452,0.04999964096966912,0.086873933868889,5.552414723285764,2.09488189146272,0.0625,0.04593001624256003,2.8058440576965826,0.00020989559558706492,0.09411764705882353,0.041129758751770655
7,0.007764201302555815,0.024844368873737675,0.34153243876994555,0.516718283932711,0.34673366834170855,0.4471052631578948,0.034567414207046586,0.7579695084036131,0.1051894740515108,0.8627141584024443,0.1635554448706572,,4.807259602078576,0.2993290525139433,0.3110057235574914,3.4752617727206156,0.059900375128346735,0.09011672598554733,0.004757200085172345,0.013342398451532095,0.06650500247517595,0.157639451720901,0.30657894736842106,0.049795673612227954,23.848668339523762,0.6772688278960101,0.30942520736287954,,,0.12328900171473599,0.49987610283738493,0.0,0.0,0.041666666666666664,0.06338138681927745,0.0,0.0,2.5403411844343533,0.0,0.0,2.8840579710144927,3.722186706951008,0.11290322580645161,0.3138906644496002,3.6710727932862097,0.34750402076618114,73.37560170243735,79.89748984102711,55.0,7.4363636363636365,2.6159315058115804,0.01818181818181818,0.03342384940816915,4211.917504717504,7597.1943696828575,0.041666666666666664,0.03884023557946383,inf,0.7789473684210526,0.11089467994458665,0.0,0.0,1.0,0.0,0.10758091532933482,0.17366854868498488,0.06451612903225806,0.24700165520054565,0.0,0.0,0.14572141820435133,0.219182602486937,0.6894736842105262,0.149745860425861,54.0,0.5806451612903226,0.271356783919598,4.153846153846154,2.4781092875467863,1.5,0.609449400220044,69,60,69,24,0.008181393174380552,23,199,0.0,0,82,2.408867899469052,1.3437353477510086,0.0,0.42857142857142855,0.4396688534775188,0.5978947368421051,0.07483232513556853,17.70684997751531,0.24105263157894735,0.05603334099596601,1.0,0.0,inf,19,0.21264652744553394,0.14668957485590814,,-0.02468816697312486,6.896830571813446,5.266763634207187,0.46216966072038534,0.09363277265427512,0.46733668341708545,0.20100502512562815,0.43010752688172044,0.061316982138096505,0.181786830426082,6.513761467889908,2.8629649190586997,0.07852034376176126,0.09288874075075493,0.08494762073863636,0.09065319524197085,0.06650500247517598,0.07869921006427515,0.01075268817204301,0.02676499347328623,1.8214066653600627,0.0,0.2860526315789474,0.13685363199316236
9,0.1857624966373581,0.15161173208144377,1.9284390502726776,0.8116164429261613,0.12195121951219512,0.4454761904761904,0.10536413004063075,0.8791129535337748,0.08734815594924483,0.7593525334831762,0.16752504362078352,0.6666666666666666,6.9867056576881215,0.12435047181470772,0.08079182321740022,2.2724740187830283,0.12841707356627802,0.15973645696447064,2110.406764544159,72331.78873152287,985547.7009076178,7994950.368474532,0.505,0.17845128233299065,6.967127757221537,0.8854807868654856,0.11235606638166086,,,0.7758940928026653,0.6588443720216357,0.0,0.0,0.16666666666666666,0.1122339982133197,46.01170528087501,306.4681509323095,1876.5680734638968,45.19994659480444,300.68109728163853,8.2,8085.581447959507,156.90388059701493,1080.8707784424435,3.8747422138668406,0.6724686601542846,32.318848088166014,56.27355149603335,38.0,6.131578947368421,1.6303051054456354,0.02631578947368421,0.03615949849700862,639.4793650793649,593.5957400965374,0.16666666666666666,0.1172948396522581,11.998220648490097,0.495,0.14630517018160874,90.49237191044776,602.1856946994799,859.4508955223881,5603.15093612912,319.1193112486349,1711.1052628800874,277.52835820895524,1413.079426751331,28.66865671641791,182.43313196642026,0.3261708551888651,0.1857548645317777,0.509047619047619,0.13839048897103343,37.0,0.5522388059701493,0.18048780487804877,4.111111111111111,2.5221243250702594,1.6818181818181819,0.9945740239808647,25,3,10,6,0.046585255540479424,5,205,0.0,15,56,1.5751589590151842,4.912358567892399,1.5,0.18382352941176472,0.1710877198813561,0.3671428571428571,0.08009033700221738,2.9953399114971724,0.2923809523809524,0.10659058132977178,830.7822388059702,5594.031562143985,5.923635330741106,1,141.63428669696532,990.008094492037,,-0.3065134873979181,3.7312643146348194,4.446894382057713,0.12217365058284256,0.16915615796545516,0.32682926829268294,0.004878048780487805,0.014925373134328358,290.8142470573959,1505.25695152123,5.226666666666667,1.997115036363321,0.12117442094161045,0.10025706225670733,0.11657072368421052,0.0987043683015177,985547.7009076175,7972989.091765263,0.014925373134328361,0.03092043371248395,11.51137746191606,0.004915954003744476,0.2923809523809524,0.10659058132977178
10,0.046609926772572745,0.05033356726623171,1.1277241395099897,0.6080360315886795,0.12162162162162163,0.7566666666666666,0.07848560327789222,0.6138387509732902,0.31679325924261614,0.9247056194242678,0.08022983933977497,5.0,12.19115381873583,0.15438509549808044,0.1551400674881286,1.2276775019465804,0.12982500089013638,0.12429365971662672,0.028215657679943395,0.05448732419110832,0.27638213352499075,0.7087612956815815,0.4057142857142857,0.012046772038736664,8.727663156622752,0.8140248332813628,0.23695753285093663,,,0.17906761837996302,0.3992366884027687,0.1467136150234742,0.35937349512664,0.24999999999999997,0.2710012637021669,0.16399222633540825,0.5532575145492399,2.803087711141807,0.1474449182963638,0.4946650062027004,8.222222222222221,5.005343790385131,0.5151515151515151,0.5657523818560181,2.2147365539165005,0.561615926066387,9.783406992982975,21.28854628104117,24.0,5.083333333333333,1.2128538629008951,0.041666666666666664,0.07833345552708725,192.57142857142856,106.59510169521205,0.25,0.2178387102966406,225085.9323603971,0.8642857142857142,0.056577894986100365,0.08985454545454545,0.3592426417921711,1.3636363636363635,1.3420642174040571,0.44963144963144963,0.5962792160386329,0.3939393939393939,0.6092717958449424,0.09090909090909091,0.2919371040605711,0.1406650875400697,0.09036329158646765,0.6633333333333333,0.12307576626973457,23.0,0.696969696969697,0.1554054054054054,3.2857142857142856,1.889822365046136,1.2777777777777777,0.5745131499601417,18,9,15,4,0.01893939393939394,3,148,0.0,3,18,0.850961199111149,7.017086252398965,0.2,0.33962264150943405,0.2613058240107111,0.830952380952381,0.11466537466972386,2.578115102025428,0.5947619047619047,0.041782529763034225,1.2727272727272727,1.0975178606954215,225076.7175157684,2,0.43101950984436815,0.30567253805803346,,0.04773975868687687,2.0756673416324185,2.7419231944224927,0.3707482993197278,0.14098057988853432,0.22297297297297297,0.12162162162162163,0.5454545454545454,0.3801346801346801,0.5662631840761897,4.212765957446808,1.6409987708016216,0.16480731688234104,0.10874517735850169,0.17122395833333334,0.10170393232029543,0.2763821335249908,0.6150474761799387,0.030303030303030304,0.058135326478175445,1.841075706921049,1.6713355165212334e-07,0.5352380952380952,0.09605994601035975
11,0.034308988598003444,0.00924273765372052,1.5298647747046363,0.025732103402117252,0.08,0.6799999999999999,0.1686548085423136,0.8883799280388147,0.12401261145201192,0.5120619448978073,0.4136266072831428,0.0,4.78266870199876,0.08681167558049278,0.06059417050965864,1.4080488723348807,0.09050303293931512,0.05804013545672053,0.17877551020408156,0.11141197454329949,1.998775510204082,0.4917256769073598,0.42000000000000004,0.19888578520235062,9.285255091113582,0.8385258079960743,0.10578841366934477,0.5442708333333334,0.39467303557884575,1.3085452223383258,0.1572124470989795,0.663686675180928,0.3170093459570168,0.3333333333333333,0.1858314648635514,2.489684521270962,0.10275823837524309,1.3222801143075287,2.096516440325286,0.13045856749604953,12.5,3.8221876575034175,2.4375,0.5153882032022076,2.7862701155998213,0.1287694466656684,-1.2989774103372762,0.20396358092956138,17.0,4.647058823529412,1.411611511296054,0.058823529411764705,0.05851093412145038,119.5047619047619,86.8271909509652,0.3333333333333333,0.06792356108113243,1.8858083612490386,0.76,0.08432740427115681,1.4826,0.0,5.0,0.0,2.88,0.09521904571390453,3.0,0.0,1.0,0.0,0.1516435314396961,0.10642735116208561,0.72,0.10327955589886448,16.0,4.0,0.32,2.2857142857142856,1.1126972805283737,4.0,0.816496580927726,4,0,0,3,0.0,2,50,0.0,4,0,0.9759851059495329,9.088559400985828,,0.3333333333333333,0.09393743888483666,0.66,0.18973665961010278,0.6955018410776135,0.4800000000000001,0.16865480854231354,4.0,0.0,1.8351486711418583,1,1.411285676241149,0.09694156480852711,1.4268661336683661,0.008820228728161494,0.11457674332662025,0.13982445996038861,0.18367346938775508,0.0,0.08,0.08,1.0,2.8249999999999997,0.11979921473804347,3.8181818181818183,1.7402324818566888,0.1490739284510306,0.1546516349676299,0.21415441176470587,0.12272275091685772,1.9987755102040814,0.269399298866249,0.25,0.07849647337254892,3.3052878329690905,0.3357083102531268,0.54,0.13498971154211056
